num,sample1,sample2,AMT_score
3375,S027C003P085R001A101,S031C003P100R001A101,0.7999999999999999
3376,S002C003P007R001A022,S003C001P019R001A022,0.7000000000000001
3377,S026C002P072R002A100,S030C002P092R002A100,0.6666666666666666
3378,S007C001P001R002A048,S007C001P018R002A035,0.5333333333333333
3379,S006C001P023R001A023,S008C001P029R002A007,0.06666666666666665
3380,S026C001P050R002A101,S021C003P060R001A101,0.8666666666666667
3381,S012C003P008R001A027,S006C001P008R002A026,0.1333333333333333
3382,S002C001P013R001A022,S011C001P016R001A007,0.03333333333333336
3383,S016C003P025R001A048,S008C001P031R002A048,0.8666666666666667
3384,S013C001P027R001A035,S004C001P003R001A048,0.26666666666666666
3385,S006C001P022R001A035,S027C001P081R002A080,0.037037037000000016
3386,S025C003P055R001A102,S026C002P049R002A102,0.5333333333333333
3387,S026C001P008R001A080,S031C003P096R001A080,0.5925925926666666
3388,S007C001P027R002A023,S002C003P013R001A022,0.06666666666666665
3389,S008C001P031R002A040,S017C002P009R002A039,0.5185185186666667
3390,S017C003P020R001A009,S002C003P013R001A027,0.10000000000000002
3391,S032C001P102R002A100,S025C002P068R002A100,0.925925926
3392,S014C001P007R001A007,S014C003P039R001A007,0.8333333333333334
3393,S006C001P024R001A008,S001C001P004R002A035,0.06060606066666666
3394,S029C001P006R002A095,S021C003P056R001A095,0.9696969696666667
3395,S032C003P105R001A095,S029C001P006R002A095,0.909090909
3396,S031C002P100R002A100,S005C001P010R002A027,0.16666666666666666
3397,S002C001P013R001A023,S005C002P016R002A022,0.09090909100000004
3398,S031C001P097R002A099,S029C001P044R002A099,1.0
3399,S021C001P056R002A097,S029C003P080R001A097,0.9
3400,S026C001P072R002A104,S008C001P029R001A040,0.03333333333333336
3401,S021C003P056R001A095,S027C003P086R001A095,0.8787878786666666
3402,S021C001P056R001A100,S010C001P021R002A026,0.06666666666666665
3403,S020C003P053R001A097,S020C003P052R001A104,0.10000000000000002
3404,S027C001P084R002A104,S020C003P053R001A097,0.2962962963333333
3405,S021C001P058R001A098,S008C001P031R002A040,0.03333333333333336
3406,S002C003P014R001A039,S001C001P003R002A040,0.1333333333333333
3407,S001C001P006R001A035,S003C003P002R001A048,0.6333333333333333
3408,S006C001P023R001A027,S003C001P001R001A027,0.8518518519999999
3409,S015C002P025R002A040,S015C001P025R002A040,0.909090909
3410,S026C001P071R002A097,S027C001P079R001A097,0.9333333333333332
3411,S027C001P084R002A096,S025C003P056R001A096,0.4333333333333333
3412,S002C001P011R001A039,S028C001P043R001A096,0.1333333333333333
3413,S030C001P095R001A098,S032C003P105R001A098,0.8666666666666667
3414,S014C001P037R002A026,S002C001P003R001A009,0.03333333333333336
3415,S002C001P011R001A008,S005C001P004R002A008,0.9
3416,S027C003P082R001A097,S023C003P066R001A097,0.7999999999999999
3417,S008C003P036R001A035,S007C001P016R001A035,0.4333333333333333
3418,S032C002P102R002A102,S006C003P024R001A026,0.041666666666666664
3419,S014C001P039R001A007,S002C003P014R001A022,0.0555555556666667
3420,S002C001P011R002A007,S008C001P034R002A007,0.8787878786666666
3421,S028C002P073R002A102,S031C001P097R001A101,0.0
3422,S021C001P060R002A080,S008C001P030R001A008,0.3333333333333333
3423,S003C002P015R002A009,S016C003P040R001A009,0.7999999999999999
3424,S028C001P073R002A104,S019C002P050R002A104,0.18518518533333336
3425,S021C003P060R001A098,S009C001P017R001A040,0.06666666666666665
3426,S004C001P020R002A035,S013C003P015R001A048,0.2333333333333333
3427,S002C003P014R001A023,S028C001P046R001A104,0.0
3428,S020C003P052R001A104,S002C001P009R001A040,0.06666666666666665
3429,S027C001P084R002A102,S019C001P046R001A095,0.0
3430,S032C001P106R001A096,S027C001P011R002A096,0.9666666666666667
3431,S011C001P028R001A023,S027C001P083R001A104,0.03333333333333336
3432,S029C002P075R002A101,S008C001P025R002A035,0.1333333333333333
3433,S027C003P083R001A099,S002C002P009R002A026,0.2333333333333333
3434,S010C001P013R002A040,S001C002P003R002A040,0.7333333333333334
3435,S002C003P011R001A039,S027C001P080R002A096,0.2333333333333333
3436,S027C001P084R001A101,S008C001P036R002A008,0.03333333333333336
3437,S031C001P097R001A096,S032C003P105R001A096,0.8484848483333334
3438,S008C001P031R002A023,S004C002P020R002A023,0.9333333333333332
3439,S001C001P004R002A027,S030C002P096R002A100,0.1333333333333333
3440,S010C002P013R002A009,S001C002P006R002A048,0.037037037000000016
3441,S027C002P086R002A100,S023C003P060R001A099,0.3333333333333333
3442,S008C001P025R002A035,S008C002P032R002A008,0.06666666666666665
3443,S021C001P060R002A080,S019C002P049R002A080,0.8333333333333334
3444,S002C001P009R001A040,S007C003P018R001A039,0.1333333333333333
3445,S012C002P037R002A039,S008C003P036R001A040,0.16666666666666666
3446,S028C001P073R001A095,S026C003P076R001A095,0.9333333333333332
3447,S013C002P027R002A007,S010C002P021R002A022,0.03030303033333337
3448,S023C001P055R001A104,S031C003P097R001A104,0.8484848483333334
3449,S001C002P006R002A048,S002C003P009R001A048,0.7666666666666666
3450,S021C001P060R001A102,S019C001P046R001A101,0.03333333333333336
3451,S008C002P031R002A048,S030C003P092R001A101,0.0
3452,S011C001P002R002A023,S020C001P053R001A104,0.03333333333333336
3453,S029C002P044R002A098,S027C001P082R001A097,0.1333333333333333
3454,S027C002P084R002A100,S021C002P059R002A100,0.8333333333333334
3455,S005C003P010R001A039,S016C001P040R001A039,1.0
3456,S032C001P105R001A096,S029C001P044R002A098,0.11111111099999997
3457,S016C003P040R001A009,S016C001P021R001A009,0.888888889
3458,S011C001P018R002A022,S018C001P043R001A104,0.5333333333333333
3459,S024C003P064R001A099,S001C002P005R002A026,0.20000000000000004
3460,S013C002P018R002A048,S011C001P038R002A035,0.1333333333333333
3461,S010C002P013R002A026,S002C002P011R002A026,0.925925926
3462,S001C001P006R001A039,S012C001P037R002A039,0.9333333333333332
3463,S013C003P027R001A026,S008C002P035R002A026,1.0
3464,S008C003P029R001A035,S009C001P019R002A035,0.48484848499999994
3465,S008C003P029R001A040,S001C001P004R001A007,0.037037037000000016
3466,S001C001P006R002A048,S027C001P079R002A099,0.0
3467,S006C003P022R001A035,S007C002P018R002A035,0.9333333333333332
3468,S027C001P086R002A099,S001C001P006R002A048,0.0
3469,S019C002P046R002A096,S028C001P073R002A096,0.8333333333333334
3470,S010C001P008R001A039,S008C001P030R001A040,0.22222222233333336
3471,S012C002P037R002A022,S002C002P012R002A022,0.4666666666666666
3472,S027C001P081R002A080,S008C003P033R001A035,0.10000000000000002
3473,S005C002P016R002A048,S010C001P021R001A048,0.7272727273333334
3474,S011C003P038R001A022,S008C001P036R001A023,0.06666666666666665
3475,S032C002P102R002A102,S023C001P066R001A101,0.0
3476,S002C001P012R001A023,S008C003P033R001A022,0.08333333333333333
3477,S002C001P011R002A022,S005C001P016R002A022,0.5333333333333333
3478,S007C002P026R002A008,S006C002P022R002A008,0.9666666666666667
3479,S016C002P039R002A022,S002C002P011R002A023,0.20000000000000004
3480,S031C003P006R001A098,S032C002P106R002A098,0.8787878786666666
3481,S031C003P097R001A101,S005C001P010R002A008,0.06666666666666665
3482,S007C003P016R001A023,S011C001P038R002A007,0.26666666666666666
3483,S008C003P036R001A035,S030C003P044R001A080,0.0
3484,S013C001P019R002A039,S015C002P025R002A040,0.20000000000000004
3485,S011C003P001R001A009,S002C002P011R002A026,0.06666666666666665
3486,S006C001P024R001A009,S006C003P024R001A009,1.0
3487,S027C001P085R002A102,S031C003P100R001A101,0.0
3488,S008C001P030R002A022,S003C001P019R001A022,0.888888889
3489,S008C002P033R002A008,S027C002P081R002A080,0.3
3490,S002C001P011R002A026,S008C001P034R001A027,0.16666666666666666
3491,S008C003P035R001A008,S002C002P003R002A008,0.8666666666666667
3492,S007C002P028R002A009,S010C002P025R002A027,0.041666666666666664
3493,S025C001P066R002A100,S030C002P096R002A100,0.7999999999999999
3494,S027C001P081R001A095,S008C001P035R001A022,0.4000000000000001
3495,S027C001P086R001A104,S019C001P049R002A104,0.5925925926666666
3496,S027C002P011R002A097,S028C001P073R001A098,0.3
3497,S021C003P059R001A095,S019C001P049R002A104,0.5416666666666666
3498,S008C002P029R002A008,S031C002P100R002A080,0.3
3499,S023C003P061R001A080,S008C001P034R001A008,0.20000000000000004
3500,S028C002P073R002A099,S002C002P009R002A026,0.20000000000000004
3501,S028C003P073R001A080,S006C001P023R002A035,0.16666666666666666
3502,S006C001P023R002A035,S009C001P019R002A035,0.7333333333333334
3503,S016C002P040R002A007,S008C002P001R002A007,0.9
3504,S011C003P001R001A009,S008C001P033R002A009,0.9666666666666667
3505,S017C001P020R001A048,S008C001P036R001A035,0.4000000000000001
3506,S010C002P013R002A048,S016C001P039R002A048,0.6666666666666666
3507,S008C001P036R001A048,S008C001P034R002A039,0.03030303033333337
3508,S016C003P021R001A035,S004C003P003R001A035,0.6666666666666666
3509,S031C002P100R002A080,S006C001P023R002A008,0.3055555556666667
3510,S017C001P016R002A008,S013C001P027R001A035,0.0
3511,S014C001P037R002A026,S005C001P004R001A026,0.8666666666666667
3512,S032C003P106R001A102,S023C002P068R002A101,0.0
3513,S002C002P011R002A027,S017C001P003R002A026,0.041666666666666664
3514,S026C001P008R001A104,S023C002P064R002A104,0.6
3515,S001C001P006R002A048,S013C002P018R002A048,0.5185185186666667
3516,S006C003P023R001A039,S008C001P033R002A040,0.26666666666666666
3517,S028C001P087R001A096,S010C001P008R001A039,0.037037037000000016
3518,S027C003P081R001A095,S016C002P008R002A022,0.4333333333333333
3519,S027C001P084R001A098,S027C001P086R002A098,0.9333333333333332
3520,S001C003P008R001A048,S026C001P049R002A101,0.13888888900000004
3521,S004C002P020R002A023,S005C003P018R001A007,0.10000000000000002
3522,S020C002P053R002A102,S031C001P051R002A101,0.03333333333333336
3523,S021C001P060R001A102,S023C003P068R001A102,0.7999999999999999
3524,S002C001P012R001A048,S008C001P032R002A039,0.03333333333333336
3525,S021C001P058R002A099,S029C001P006R001A099,0.888888889
3526,S002C003P014R001A023,S015C002P019R002A023,0.5
3527,S002C001P011R002A023,S005C002P016R002A022,0.13888888900000004
3528,S002C001P012R001A023,S014C001P039R002A023,0.625
3529,S008C001P034R002A023,S013C001P018R002A023,0.875
3530,S010C001P017R002A048,S001C003P006R001A035,0.2916666666666667
3531,S007C002P028R002A009,S029C001P080R002A080,0.0
3532,S019C001P050R002A095,S008C003P031R001A022,0.4000000000000001
3533,S030C001P095R001A099,S032C003P106R001A099,0.8666666666666667
3534,S017C003P009R001A023,S008C001P032R001A023,0.5666666666666668
3535,S001C001P005R002A035,S031C002P006R002A080,0.07407407400000003
3536,S008C002P033R002A040,S001C001P003R002A040,0.8666666666666667
3537,S030C001P011R001A100,S024C003P061R001A099,0.3
3538,S012C002P028R002A022,S008C003P001R001A023,0.1333333333333333
3539,S005C001P010R002A027,S013C002P037R002A027,0.9
3540,S006C001P023R002A008,S008C002P035R002A048,0.12121212133333333
3541,S008C003P035R001A023,S029C001P044R002A104,0.07407407400000003
3542,S013C002P016R002A009,S008C003P030R001A009,0.9333333333333332
3543,S008C001P033R001A022,S001C001P001R002A022,0.7272727273333334
3544,S016C003P021R001A009,S017C002P007R002A009,0.8484848483333334
3545,S005C001P010R002A009,S008C001P036R001A048,0.1333333333333333
3546,S019C002P049R002A098,S028C001P087R001A096,0.03030303033333337
3547,S013C003P008R001A008,S006C003P024R001A048,0.03333333333333336
3548,S011C001P016R001A007,S014C001P007R001A007,0.7000000000000001
3549,S016C001P040R001A048,S027C003P085R001A101,0.0
3550,S027C001P080R002A096,S031C002P096R002A098,0.10000000000000002
3551,S019C001P051R001A100,S023C003P059R001A099,0.16666666666666666
3552,S002C002P014R002A027,S013C001P037R002A027,0.7666666666666666
3553,S004C001P003R001A048,S001C001P006R001A035,0.36363636366666663
3554,S029C002P080R002A100,S030C002P081R002A099,0.1333333333333333
3555,S031C003P097R001A102,S027C002P081R002A102,0.7333333333333334
3556,S027C001P081R001A098,S028C001P073R001A098,0.9393939393333333
3557,S032C003P106R001A102,S016C001P040R002A026,0.041666666666666664
3558,S023C002P056R002A098,S031C002P051R002A098,1.0
3559,S026C003P008R001A098,S025C003P056R001A096,0.20000000000000004
3560,S008C002P029R002A007,S011C001P002R001A022,0.0
3561,S023C001P055R002A098,S013C002P037R002A040,0.03333333333333336
3562,S005C003P017R001A009,S013C002P019R002A009,0.7666666666666666
3563,S001C003P004R001A007,S005C001P021R001A007,0.3333333333333333
3564,S008C002P031R002A048,S027C003P083R001A101,0.0
3565,S027C003P006R001A100,S027C003P083R001A099,0.20000000000000004
3566,S003C001P002R002A026,S013C002P019R002A009,0.0
3567,S011C002P002R002A023,S013C002P018R002A023,0.5757575756666666
3568,S001C002P004R002A035,S020C002P052R002A080,0.06666666666666665
3569,S006C001P024R001A009,S003C001P015R002A009,0.8666666666666667
3570,S024C002P061R002A098,S026C002P049R002A096,0.10000000000000002
3571,S001C001P005R002A035,S027C002P081R002A080,0.037037037000000016
3572,S027C001P083R001A097,S032C002P043R002A097,0.7333333333333334
3573,S026C003P050R001A098,S027C002P081R002A096,0.2333333333333333
3574,S023C002P059R002A102,S027C003P079R001A095,0.10000000000000002
3575,S016C002P039R002A022,S029C003P080R001A104,0.06666666666666665
3576,S002C001P011R002A027,S016C001P039R002A027,0.6666666666666666
3577,S014C002P039R002A023,S008C003P035R001A023,0.8333333333333334
3578,S002C001P013R001A022,S008C001P030R002A023,0.14814814799999998
3579,S017C001P007R002A009,S001C002P006R002A009,0.9393939393333333
3580,S023C003P061R001A080,S013C001P019R001A048,0.2962962963333333
3581,S030C001P044R002A102,S023C003P066R001A102,0.6666666666666666
3582,S030C001P096R002A099,S002C001P012R001A027,0.06060606066666666
3583,S002C002P012R002A009,S002C001P011R002A009,0.8666666666666667
3584,S008C001P031R002A023,S006C003P023R001A023,0.3666666666666667
3585,S008C002P030R002A023,S011C002P015R002A022,0.1333333333333333
3586,S026C001P071R002A097,S030C003P092R001A097,0.9333333333333332
3587,S012C002P028R002A022,S008C001P030R002A023,0.0
3588,S001C003P007R001A040,S006C001P023R001A007,0.0
3589,S026C003P071R001A101,S026C002P072R002A101,0.7037037036666667
3590,S027C002P081R002A080,S006C003P022R001A035,0.06666666666666665
3591,S016C001P039R002A026,S008C001P015R001A026,1.0
3592,S012C001P027R002A009,S006C003P024R001A027,0.03333333333333336
3593,S001C001P006R002A009,S001C003P005R001A048,0.0
3594,S027C001P079R002A099,S024C001P061R001A100,0.2333333333333333
3595,S001C001P006R001A007,S008C001P031R001A022,0.0
3596,S002C003P013R001A027,S008C003P032R001A026,0.2962962963333333
3597,S005C003P010R001A035,S003C002P002R002A035,0.9
3598,S006C003P001R001A008,S008C001P032R002A035,0.037037037000000016
3599,S005C001P010R001A035,S010C001P013R002A048,0.3666666666666667
3600,S018C003P008R001A095,S019C001P046R001A095,0.7333333333333334
3601,S013C003P008R001A008,S008C003P035R001A008,0.7999999999999999
3602,S008C003P034R001A048,S017C003P020R001A048,0.7999999999999999
3603,S026C002P072R002A100,S018C001P008R001A099,0.12121212133333333
3604,S002C001P012R001A026,S030C003P092R001A099,0.10000000000000002
3605,S029C002P080R002A101,S032C002P044R002A101,0.8666666666666667
3606,S030C003P092R001A097,S027C002P086R002A097,0.8484848483333334
3607,S008C001P025R002A035,S010C001P021R002A008,0.06666666666666665
3608,S023C001P066R001A097,S030C001P096R001A097,0.6333333333333333
3609,S002C001P012R002A040,S008C002P033R002A040,0.9666666666666667
3610,S019C001P050R002A095,S010C002P025R002A022,0.3333333333333333
3611,S023C001P066R001A098,S026C001P049R001A097,0.18181818166666663
3612,S006C001P023R002A008,S013C001P015R001A048,0.12121212133333333
3613,S017C001P020R001A048,S030C001P092R001A101,0.0
3614,S001C001P004R001A007,S013C002P018R002A023,0.06666666666666665
3615,S023C003P061R001A080,S002C001P003R002A008,0.37037037033333337
3616,S023C002P066R002A080,S005C003P015R001A035,0.037037037000000016
3617,S032C003P106R001A080,S004C003P020R001A008,0.26666666666666666
3618,S032C001P102R002A100,S025C001P058R001A100,0.962962963
3619,S008C002P035R002A048,S002C001P014R001A035,0.5
3620,S008C001P030R001A039,S031C001P097R001A096,0.26666666666666666
3621,S006C001P023R001A040,S031C003P097R001A096,0.39393939400000005
3622,S031C003P096R001A080,S006C001P022R002A008,0.5185185186666667
3623,S017C001P020R001A009,S008C003P031R001A027,0.10000000000000002
3624,S027C001P079R002A099,S019C001P050R002A099,0.6
3625,S023C002P061R002A104,S031C001P006R001A104,0.6333333333333333
3626,S023C002P061R002A104,S031C001P100R002A095,0.3666666666666667
3627,S025C002P068R002A098,S031C001P100R001A098,0.5333333333333333
3628,S014C003P017R001A007,S014C003P039R001A007,0.2424242423333333
3629,S030C001P076R001A080,S031C002P100R002A080,0.7037037036666667
3630,S010C001P013R002A040,S010C002P013R002A040,0.962962963
3631,S026C001P049R002A101,S030C003P011R001A101,0.7666666666666666
3632,S027C001P084R002A095,S027C003P081R001A095,0.5333333333333333
3633,S019C001P046R001A095,S002C001P014R001A040,0.16666666666666666
3634,S017C003P003R001A039,S008C002P033R002A040,0.14814814799999998
3635,S006C001P022R001A035,S006C003P022R001A035,1.0
3636,S008C002P036R002A022,S008C001P001R002A007,0.10000000000000002
3637,S003C001P019R001A022,S027C003P086R001A104,0.2424242423333333
3638,S028C001P073R001A100,S024C001P060R002A100,0.7333333333333334
3639,S008C002P033R002A009,S001C001P006R002A009,0.9
3640,S020C001P052R002A101,S023C001P059R001A101,0.9666666666666667
3641,S029C003P080R001A099,S030C002P011R002A099,1.0
3642,S029C003P088R001A097,S016C001P039R002A022,0.2333333333333333
3643,S017C001P020R001A048,S013C001P019R001A048,0.9
3644,S023C002P068R002A104,S027C001P081R001A095,0.3
3645,S008C002P035R002A048,S032C001P044R002A101,0.1333333333333333
3646,S006C001P017R001A026,S013C002P037R002A027,0.125
3647,S002C001P011R001A039,S008C002P034R002A026,0.0
3648,S009C002P017R002A008,S013C002P018R002A048,0.06060606066666666
3649,S014C003P039R001A040,S021C001P059R001A096,0.16666666666666666
3650,S012C003P028R001A039,S010C001P017R002A048,0.09090909100000004
3651,S030C001P092R002A080,S002C001P012R002A035,0.06666666666666665
3652,S023C001P055R002A101,S002C002P003R002A008,0.0
3653,S031C001P097R002A099,S018C001P043R001A099,0.8666666666666667
3654,S008C001P033R002A007,S001C001P004R001A007,0.1333333333333333
3655,S002C001P011R002A022,S001C001P006R001A022,0.5333333333333333
3656,S002C001P013R001A022,S002C003P007R001A022,0.6296296296666667
3657,S002C003P013R001A027,S006C001P023R001A026,0.16666666666666666
3658,S027C001P081R002A097,S031C003P097R001A097,0.9666666666666667
3659,S014C001P037R001A007,S015C002P019R002A023,0.3666666666666667
3660,S011C003P038R001A048,S008C001P031R002A048,0.1333333333333333
3661,S008C002P030R002A027,S026C002P072R002A100,0.03333333333333336
3662,S003C001P019R001A022,S004C002P020R002A007,0.09090909100000004
3663,S010C002P008R002A040,S006C001P024R001A040,0.925925926
3664,S008C003P034R001A009,S001C001P006R002A009,0.7666666666666666
3665,S006C001P023R002A008,S010C002P021R002A008,0.909090909
3666,S005C002P010R002A022,S010C003P013R001A007,0.3
3667,S016C001P040R002A027,S008C001P030R002A027,1.0
3668,S030C002P096R002A099,S019C001P049R002A099,1.0
3669,S008C001P029R002A026,S027C001P080R002A102,0.03333333333333336
3670,S006C001P024R001A007,S006C001P023R001A007,0.888888889
3671,S031C002P051R002A099,S030C003P011R001A100,0.3
3672,S008C002P033R002A009,S008C003P030R001A026,0.06666666666666665
3673,S008C001P034R001A008,S023C001P066R002A080,0.3333333333333333
3674,S001C001P005R002A035,S008C001P029R001A035,0.22222222233333336
3675,S023C003P066R001A097,S023C001P055R002A097,0.7333333333333334
3676,S027C001P086R001A104,S029C001P080R001A104,1.0
3677,S020C002P053R002A102,S021C001P060R001A102,0.7666666666666666
3678,S028C003P087R001A096,S011C001P015R002A022,0.0
3679,S007C002P027R002A023,S008C001P032R002A007,0.10000000000000002
3680,S017C002P003R002A026,S019C001P049R002A099,0.22222222233333336
3681,S008C001P034R002A026,S009C003P017R001A027,0.1515151516666667
3682,S007C001P019R001A026,S021C002P058R002A099,0.03333333333333336
3683,S001C001P006R002A027,S025C002P068R002A100,0.06060606066666666
3684,S006C002P023R002A009,S008C002P029R002A048,0.06666666666666665
3685,S029C003P080R001A104,S027C001P086R001A104,0.8787878786666666
3686,S007C001P018R001A039,S011C001P027R001A040,0.2333333333333333
3687,S032C001P044R002A101,S007C001P028R001A008,0.0
3688,S019C003P046R001A095,S002C001P010R002A040,0.2333333333333333
3689,S031C001P097R001A104,S026C001P072R001A095,0.3333333333333333
3690,S026C001P071R002A097,S021C002P056R002A097,0.9666666666666667
3691,S008C001P035R002A027,S006C003P024R001A027,0.909090909
3692,S013C003P027R001A026,S026C001P072R002A099,0.20000000000000004
3693,S030C003P095R001A100,S030C001P095R001A100,0.9696969696666667
3694,S008C001P001R001A026,S008C001P036R002A027,0.2592592593333333
3695,S028C003P073R001A095,S027C002P079R002A104,0.3666666666666667
3696,S031C001P100R001A096,S008C003P029R001A022,0.03333333333333336
3697,S032C001P105R002A104,S016C003P040R001A040,0.03333333333333336
3698,S002C001P011R002A022,S027C003P086R001A104,0.1333333333333333
3699,S027C001P080R002A096,S031C001P006R001A098,0.06666666666666665
3700,S022C002P064R002A102,S026C001P071R002A095,0.03030303033333337
3701,S026C001P071R001A098,S027C001P079R001A097,0.16666666666666666
3702,S005C003P021R001A040,S027C002P081R002A096,0.11111111099999997
3703,S028C002P073R002A102,S028C001P073R002A102,1.0
3704,S032C001P043R002A097,S027C001P011R002A097,0.8484848483333334
3705,S028C002P073R002A104,S029C003P080R001A104,0.6
3706,S026C001P008R001A104,S031C001P099R001A104,0.4666666666666666
3707,S020C001P053R001A099,S001C002P005R002A026,0.3666666666666667
3708,S027C001P083R001A097,S027C003P084R001A098,0.1333333333333333
3709,S011C001P038R001A009,S005C001P010R002A009,0.9333333333333332
3710,S016C001P039R002A027,S013C002P037R002A027,0.9393939393333333
3711,S031C003P097R001A104,S008C003P029R001A040,0.2592592593333333
3712,S005C003P021R001A007,S016C002P040R002A007,0.8666666666666667
3713,S002C001P012R002A035,S008C001P031R001A035,0.6333333333333333
3714,S008C001P035R002A026,S001C001P002R001A008,0.0
3715,S031C001P100R001A102,S023C001P066R001A102,0.8666666666666667
3716,S002C001P012R001A026,S008C002P034R002A026,0.787878788
3717,S007C002P018R002A026,S016C001P039R002A026,1.0
3718,S014C001P007R001A007,S008C001P034R002A007,0.8333333333333334
3719,S005C002P016R002A048,S005C002P004R002A048,0.6
3720,S031C001P100R001A097,S032C002P102R002A098,0.20000000000000004
3721,S008C003P035R001A040,S014C003P037R001A007,0.03030303033333337
3722,S016C003P040R001A040,S001C001P006R001A040,0.925925926
3723,S025C002P066R002A104,S029C002P044R002A104,0.6
3724,S025C003P058R001A100,S016C002P040R002A027,0.0
3725,S027C001P080R002A096,S020C003P052R001A096,0.9
3726,S001C001P005R002A027,S008C002P035R002A027,0.8148148146666667
3727,S008C001P029R002A048,S004C001P003R001A048,0.3333333333333333
3728,S009C003P017R001A040,S008C001P036R001A040,0.9
3729,S013C001P019R001A048,S005C002P004R002A048,0.7333333333333334
3730,S025C002P068R002A098,S001C001P005R001A040,0.1333333333333333
3731,S004C001P020R002A035,S002C002P012R002A035,0.7999999999999999
3732,S032C001P105R001A096,S026C001P071R001A096,0.8518518519999999
3733,S002C003P014R001A022,S008C002P030R002A022,0.7333333333333334
3734,S009C001P019R001A040,S002C003P013R001A039,0.2333333333333333
3735,S030C003P011R001A100,S006C003P017R001A026,0.2962962963333333
3736,S001C001P006R001A007,S008C002P035R002A007,0.8666666666666667
3737,S009C003P019R001A040,S010C003P008R001A039,0.212121212
3738,S021C003P060R001A104,S019C002P050R002A104,0.07407407400000003
3739,S010C002P013R002A026,S005C001P004R001A026,0.787878788
3740,S010C001P021R002A022,S010C001P025R002A022,0.7000000000000001
3741,S018C003P043R001A099,S027C003P079R001A100,0.26666666666666666
3742,S026C001P072R001A080,S020C001P054R001A080,0.5666666666666668
3743,S028C003P073R001A080,S002C001P014R002A008,0.4000000000000001
3744,S017C001P003R001A039,S017C002P020R002A040,0.26666666666666666
3745,S027C001P083R002A102,S026C001P049R002A102,0.5
3746,S005C002P004R002A048,S012C003P028R001A039,0.3333333333333333
3747,S008C001P033R002A023,S001C002P004R002A023,0.5333333333333333
3748,S002C001P013R001A039,S013C001P037R002A040,0.2333333333333333
3749,S011C003P028R001A023,S011C001P028R001A023,1.0
3750,S008C003P031R001A009,S002C002P014R002A048,0.0
3751,S008C001P029R002A008,S008C003P029R001A035,0.041666666666666664
3752,S008C003P032R001A026,S016C001P039R002A027,0.10000000000000002
3753,S002C001P012R001A026,S009C003P017R001A027,0.06666666666666665
3754,S010C002P025R002A022,S002C003P014R001A022,0.5
3755,S012C003P008R001A009,S012C001P008R001A009,0.9666666666666667
3756,S008C002P031R002A026,S002C003P012R001A027,0.16666666666666666
3757,S027C001P085R001A101,S032C001P044R002A101,0.7999999999999999
3758,S006C002P022R002A022,S006C001P024R001A022,0.8666666666666667
3759,S008C003P031R001A035,S016C001P025R001A048,0.1333333333333333
3760,S031C001P097R002A100,S031C003P043R001A100,0.9333333333333332
3761,S025C003P059R001A104,S032C001P106R002A104,0.6333333333333333
3762,S001C003P006R001A039,S008C001P035R002A039,0.8333333333333334
3763,S010C002P013R002A009,S002C003P003R001A009,0.8148148146666667
3764,S002C002P012R002A040,S008C001P031R002A040,0.7333333333333334
3765,S012C003P028R001A039,S023C002P066R002A096,0.1515151516666667
3766,S006C001P023R001A048,S006C001P023R001A039,0.03030303033333337
3767,S030C002P096R002A100,S027C002P086R002A100,1.0
3768,S008C003P029R001A040,S013C002P037R002A040,0.9722222223333333
3769,S026C001P050R002A080,S008C002P025R002A035,0.1333333333333333
3770,S007C002P028R002A027,S002C001P014R002A026,0.1333333333333333
3771,S008C001P007R001A039,S008C001P032R002A039,1.0
3772,S004C003P020R001A008,S001C003P006R001A008,0.8518518519999999
3773,S022C003P061R001A101,S012C001P037R001A035,0.1333333333333333
3774,S023C001P066R001A098,S019C003P051R001A096,0.06666666666666665
3775,S031C001P097R001A102,S031C003P043R001A095,0.0
3776,S020C003P054R001A080,S028C003P073R001A080,0.26666666666666666
3777,S012C003P008R001A009,S006C001P023R001A026,0.0
3778,S030C001P095R002A097,S027C001P011R002A097,1.0
3779,S008C001P036R001A023,S006C003P023R001A023,0.7000000000000001
3780,S013C002P007R002A035,S008C002P001R002A035,0.9333333333333332
3781,S030C001P092R001A101,S023C001P064R002A101,0.7666666666666666
3782,S011C003P016R001A007,S011C001P002R001A022,0.18518518533333336
3783,S006C003P024R001A007,S008C001P035R002A007,0.9
3784,S021C001P056R002A104,S026C001P072R002A104,0.6666666666666666
3785,S012C001P008R001A009,S008C002P034R002A026,0.0
3786,S010C001P017R002A048,S001C003P001R001A039,0.041666666666666664
3787,S016C003P040R001A039,S020C001P052R001A096,0.14814814799999998
3788,S020C002P052R002A101,S023C002P064R002A101,0.8666666666666667
3789,S008C003P033R001A027,S002C003P013R001A027,0.6666666666666666
3790,S027C001P083R001A099,S003C001P018R001A027,0.037037037000000016
3791,S006C001P023R002A035,S017C001P009R002A035,0.8666666666666667
3792,S011C001P002R002A023,S010C002P021R002A022,0.06666666666666665
3793,S025C002P056R002A099,S024C003P064R001A099,0.7333333333333334
3794,S021C003P056R001A100,S032C002P102R002A100,1.0
3795,S030C003P076R001A096,S032C001P102R002A096,0.9
3796,S002C003P014R001A023,S001C001P004R002A023,0.7333333333333334
3797,S008C003P036R001A040,S008C003P035R001A040,0.9666666666666667
3798,S016C003P040R001A022,S012C002P028R002A022,0.2962962963333333
